"Year","Nat.Elec.Rate","Rural.Elec.Rate","Urban.Elec.Rate","country"
" 2010","45.47","18.1"," 83.87","Namibia"
" 2011","46.49"," 18.89"," 83.62","Namibia"
" 2012"," 47.51","19.69","83.41","Namibia"
" 2013","47.4"," 20.5"," 72.2","Namibia"
" 2014"," 49.56","21.29","83.18","Namibia"
" 1990","99.86"," 0","0","Nauru"
" 1991"," 99.9"," 0","0","Nauru"
" 1992","99.93"," 0","0","Nauru"
" 1993","99.96"," 0","0","Nauru"
" 1994","99.98"," 0","0","Nauru"
" 1995","99.99"," 0","0","Nauru"
" 1996","99.99"," 0","0","Nauru"
" 1997","99.99"," 0","0","Nauru"
" 1998","99.96"," 0","0","Nauru"
" 1999","99.93"," 0","0","Nauru"
" 2000","99.87"," 0","0","Nauru"
" 2001","99.81"," 0","0","Nauru"
" 2002","99.74"," 0","0","Nauru"
" 2003","99.66"," 0","0","Nauru"
" 2004","99.59"," 0","0","Nauru"
" 2005","99.52"," 0","0","Nauru"
" 2006","99.45"," 0","0","Nauru"
" 2007"," 99.8"," 0","0","Nauru"
" 2008","99.36"," 0","0","Nauru"
" 2009","99.32"," 0","0","Nauru"
" 2010","99.29"," 0","0","Nauru"
" 2011","99","0"," 99","Nauru"
" 2012"," 99.25"," 0","99","Nauru"
" 2013"," 99.23"," 0","99","Nauru"
" 2014"," 99.21"," 0","99","Nauru"
" 1990"," 0"," 0"," 0","Nepal"
" 1991"," 0.05","0"," 0","Nepal"
" 1992"," 0.38","0"," 0","Nepal"
" 1993"," 1.49","0.06","0","Nepal"
" 1994"," 2.83","0.42","0","Nepal"
" 1995"," 6.93","1.61","0","Nepal"
" 1996"," 17.9","12.1","78.4","Nepal"
" 1997"," 15.1","7.36"," 72.68","Nepal"
" 1998","19.16"," 11.58"," 72.93","Nepal"
" 1999","23.21"," 15.78"," 73.42","Nepal"
" 2000","27.24"," 19.96"," 74.11","Nepal"
" 2001"," 24.6","17.4","85.7","Nepal"
" 2002","35.26","28.3"," 77.09","Nepal"
" 2003","39.27"," 32.48"," 79.13","Nepal"
" 2004"," 37.2","27.3","87.4","Nepal"
" 2005","47.29"," 40.85"," 83.28","Nepal"
" 2006"," 51.2","43.2","90.1","Nepal"
" 2007","55.34","49.3"," 87.49","Nepal"
" 2008","59.38"," 53.55"," 89.63","Nepal"
" 2009","63.43"," 57.83","91.8","Nepal"
" 2010","67.49"," 62.13"," 94.01","Nepal"
" 2011"," 76.3","72.9"," 97","Nepal"
" 2012"," 75.62","70.74","98.58","Nepal"
" 2013"," 79.69","75.06"," 100","Nepal"
" 2014","84.9"," 81.7"," 97.7","Nepal"
" 1990"," 100"," 100"," 100","Netherlands"
" 1991"," 100"," 100"," 100","Netherlands"
" 1992"," 100"," 100"," 100","Netherlands"
" 1993"," 100"," 100"," 100","Netherlands"
" 1994"," 100"," 100"," 100","Netherlands"
" 1995"," 100"," 100"," 100","Netherlands"
" 1996"," 100"," 100"," 100","Netherlands"
" 1997"," 100"," 100"," 100","Netherlands"
" 1998"," 100"," 100"," 100","Netherlands"
" 1999"," 100"," 100"," 100","Netherlands"
" 2000"," 100"," 100"," 100","Netherlands"
" 2001"," 100"," 100"," 100","Netherlands"
" 2002"," 100"," 100"," 100","Netherlands"
" 2003"," 100"," 100"," 100","Netherlands"
" 2004"," 100"," 100"," 100","Netherlands"
" 2005"," 100"," 100"," 100","Netherlands"
" 2006"," 100"," 100"," 100","Netherlands"
" 2007"," 100"," 100"," 100","Netherlands"
" 2008"," 100"," 100"," 100","Netherlands"
" 2009"," 100"," 100"," 100","Netherlands"
" 2010"," 100"," 100"," 100","Netherlands"
" 2011"," 100"," 100"," 100","Netherlands"
" 2012","100","100","100","Netherlands"
" 2013","100","100","100","Netherlands"
" 2014","100","100","100","Netherlands"
" 1990","0"," 0"," 0","New Caledonia"
" 1991","0"," 0"," 0","New Caledonia"
" 1992","0"," 0"," 0","New Caledonia"
" 1993","0"," 0"," 0","New Caledonia"
" 1994","0"," 0"," 0","New Caledonia"
" 1995"," 100"," 100"," 100","New Caledonia"
" 1996"," 100"," 100"," 100","New Caledonia"
" 1997"," 100"," 100"," 100","New Caledonia"
" 1998"," 100"," 100"," 100","New Caledonia"
" 1999"," 100"," 100"," 100","New Caledonia"
" 2000"," 100"," 100"," 100","New Caledonia"
" 2001"," 100"," 100"," 100","New Caledonia"
" 2002"," 100"," 100"," 100","New Caledonia"
" 2003"," 100"," 100"," 100","New Caledonia"
" 2004"," 100"," 100"," 100","New Caledonia"
" 2005"," 100"," 100"," 100","New Caledonia"
" 2006"," 100"," 100"," 100","New Caledonia"
" 2007"," 100"," 100"," 100","New Caledonia"
" 2008"," 100"," 100"," 100","New Caledonia"
" 2009"," 100"," 100"," 100","New Caledonia"
" 2010"," 100"," 100"," 100","New Caledonia"
" 2011"," 100"," 100"," 100","New Caledonia"
" 2012","100","100","100","New Caledonia"
" 2013","100","100","100","New Caledonia"
" 2014","100","100","100","New Caledonia"
" 1990"," 100"," 100"," 100","New Zealand"
" 1991"," 100"," 100"," 100","New Zealand"
" 1992"," 100"," 100"," 100","New Zealand"
" 1993"," 100"," 100"," 100","New Zealand"
" 1994"," 100"," 100"," 100","New Zealand"
" 1995"," 100"," 100"," 100","New Zealand"
" 1996"," 100"," 100"," 100","New Zealand"
" 1997"," 100"," 100"," 100","New Zealand"
" 1998"," 100"," 100"," 100","New Zealand"
" 1999"," 100"," 100"," 100","New Zealand"
" 2000"," 100"," 100"," 100","New Zealand"
" 2001"," 100"," 100"," 100","New Zealand"
" 2002"," 100"," 100"," 100","New Zealand"
" 2003"," 100"," 100"," 100","New Zealand"
" 2004"," 100"," 100"," 100","New Zealand"
" 2005"," 100"," 100"," 100","New Zealand"
" 2006"," 100"," 100"," 100","New Zealand"
" 2007"," 100"," 100"," 100","New Zealand"
" 2008"," 100"," 100"," 100","New Zealand"
" 2009"," 100"," 100"," 100","New Zealand"
" 2010"," 100"," 100"," 100","New Zealand"
" 2011"," 100"," 100"," 100","New Zealand"
" 2012","100","100","100","New Zealand"
" 2013","100","100","100","New Zealand"
" 2014","100","100","100","New Zealand"
" 1990","66.92"," 36.08"," 0","Nicaragua"
" 1991","67.54"," 36.83"," 0","Nicaragua"
" 1992","68.16"," 37.58"," 0","Nicaragua"
" 1993","72.06"," 42.47"," 93.55","Nicaragua"
" 1994","69.39"," 39.07"," 95.96","Nicaragua"
" 1995","69.99","39.8","96.2","Nicaragua"
" 1996","70.59"," 40.52"," 96.43","Nicaragua"
" 1997","71.16"," 41.22"," 96.66","Nicaragua"
" 1998","69.05"," 40.68"," 90.71","Nicaragua"
" 1999","72.27"," 42.57"," 97.08","Nicaragua"
" 2000"," 72.8"," 43.21"," 97.27","Nicaragua"
" 2001","72.22"," 41.21"," 91.89","Nicaragua"
" 2002","73.83"," 44.48"," 97.64","Nicaragua"
" 2003","74.34"," 45.11"," 97.82","Nicaragua"
" 2004","74.85"," 45.76"," 97.99","Nicaragua"
" 2005","73.82"," 43.59"," 95.43","Nicaragua"
" 2006","75.89"," 47.09"," 98.35","Nicaragua"
" 2007","76.42"," 47.79"," 98.52","Nicaragua"
" 2008","76.96"," 48.51"," 98.69","Nicaragua"
" 2009","77.92"," 47.23"," 97.94","Nicaragua"
" 2010","78.07"," 50.01"," 99.03","Nicaragua"
" 2011","78.64"," 50.77","99.2","Nicaragua"
" 2012","79.2","51.55","99.36","Nicaragua"
" 2013"," 79.77","52.33","99.53","Nicaragua"
" 2014"," 81.85","57.14","98.41","Nicaragua"
" 1990"," 2.95","0","0","Niger"
" 1991"," 3.48","0","0","Niger"
" 1992","4.4"," 0.2","26.7","Niger"
" 1993"," 4.55","0.03"," 28.95","Niger"
" 1994"," 5.07"," 0.1"," 31.77","Niger"
" 1995","6.2","0.25"," 37.95","Niger"
" 1996"," 7"," 0.48"," 41.61","Niger"
" 1997"," 6.59","0.75","37.4","Niger"
" 1998","6.7"," 0.2","36.5","Niger"
" 1999"," 7.53","1.25"," 40.23","Niger"
" 2000"," 7.97","1.47"," 41.62","Niger"
" 2001","8.4","1.68"," 42.98","Niger"
" 2002"," 8.83","1.89"," 44.28","Niger"
" 2003"," 9.25"," 2.1","45.5","Niger"
" 2004"," 9.67","2.32"," 46.64","Niger"
" 2005","7.1","2.55"," 29.75","Niger"
" 2006","9.3"," 1.5","47.2","Niger"
" 2007","10.98","3.08"," 49.52","Niger"
" 2008","11.44","3.38"," 50.29","Niger"
" 2009","11.91"," 3.7"," 50.97","Niger"
" 2010","12.38","4.03"," 51.59","Niger"
" 2011"," 14.3"," 4.8","59.9","Niger"
" 2012","14.4","5.2"," 61.8","Niger"
" 2013"," 13.83"," 5.08","53.08","Niger"
" 2014"," 14.31"," 5.44","53.48","Niger"
" 1990"," 27.3"," 8.6","82.4","Nigeria"
" 1991"," 32.6"," 14.92"," 73.48","Nigeria"
" 1992","33.75"," 16.03"," 73.79","Nigeria"
" 1993"," 34.9"," 17.13"," 74.12","Nigeria"
" 1994","36.04"," 18.22"," 74.45","Nigeria"
" 1995","37.18","19.3","74.8","Nigeria"
" 1996"," 38.3"," 20.38"," 75.16","Nigeria"
" 1997","39.42"," 21.43"," 75.52","Nigeria"
" 1998","40.51"," 22.47"," 75.89","Nigeria"
" 1999"," 44.9","27.9","84.3","Nigeria"
" 2000","42.65"," 24.48"," 76.64","Nigeria"
" 2001"," 43.7"," 25.47"," 76.59","Nigeria"
" 2002","44.75"," 26.45"," 76.56","Nigeria"
" 2003"," 52.2","33.8","84.9","Nigeria"
" 2004","46.83"," 28.43"," 76.58","Nigeria"
" 2005","47.88"," 29.44"," 76.62","Nigeria"
" 2006","48.93"," 30.47"," 76.69","Nigeria"
" 2007","50","31.52"," 76.78","Nigeria"
" 2008"," 50.3","31.4","84.8","Nigeria"
" 2009","52.16"," 33.69"," 77.05","Nigeria"
" 2010","48"," 34.9","79.8","Nigeria"
" 2011"," 55.9","35.5","87.1","Nigeria"
" 2012"," 55.45","37.04","77.73","Nigeria"
" 2013","55.6"," 34.4"," 83.6","Nigeria"
" 2014"," 57.65"," 39.3","78.39","Nigeria"
" 1990","0"," 0"," 0","Niue"
" 1991","0"," 0"," 0","Niue"
" 1992","0"," 0"," 0","Niue"
" 1993","0"," 0"," 0","Niue"
" 1994","0"," 0"," 0","Niue"
" 1995","0"," 0"," 0","Niue"
" 1996","0"," 0"," 0","Niue"
" 1997","0"," 0"," 0","Niue"
" 1998","0"," 0"," 0","Niue"
" 1999","0"," 0"," 0","Niue"
" 2000","0"," 0"," 0","Niue"
" 2001","0"," 0"," 0","Niue"
" 2002","0"," 0"," 0","Niue"
" 2003","0"," 0"," 0","Niue"
" 2004","0"," 0"," 0","Niue"
" 2005","0"," 0"," 0","Niue"
" 2006","0"," 0"," 0","Niue"
" 2007","0"," 0"," 0","Niue"
" 2008","0"," 0"," 0","Niue"
" 2009","0"," 0"," 0","Niue"
" 2010","0"," 0"," 0","Niue"
" 2011","0"," 0"," 0","Niue"
" 2012"," 0"," 0"," 0","Niue"
" 2013"," 0"," 0"," 0","Niue"
" 2014"," 0"," 0"," 0","Niue"
" 1990","0"," 0"," 0","Northern Mariana Islands"
" 1991","0"," 0"," 0","Northern Mariana Islands"
" 1992","0"," 0"," 0","Northern Mariana Islands"
" 1993","0"," 0"," 0","Northern Mariana Islands"
" 1994","0"," 0"," 0","Northern Mariana Islands"
" 1995"," 100"," 100"," 100","Northern Mariana Islands"
" 1996"," 100"," 100"," 100","Northern Mariana Islands"
" 1997"," 100"," 100"," 100","Northern Mariana Islands"
" 1998"," 100"," 100"," 100","Northern Mariana Islands"
" 1999"," 100"," 100"," 100","Northern Mariana Islands"
" 2000"," 100"," 100"," 100","Northern Mariana Islands"
" 2001"," 100"," 100"," 100","Northern Mariana Islands"
" 2002"," 100"," 100"," 100","Northern Mariana Islands"
" 2003"," 100"," 100"," 100","Northern Mariana Islands"
" 2004"," 100"," 100"," 100","Northern Mariana Islands"
" 2005"," 100"," 100"," 100","Northern Mariana Islands"
" 2006"," 100"," 100"," 100","Northern Mariana Islands"
" 2007"," 100"," 100"," 100","Northern Mariana Islands"
" 2008"," 100"," 100"," 100","Northern Mariana Islands"
" 2009"," 100"," 100"," 100","Northern Mariana Islands"
" 2010"," 100"," 100"," 100","Northern Mariana Islands"
" 2011"," 100"," 100"," 100","Northern Mariana Islands"
" 2012","100","100","100","Northern Mariana Islands"
" 2013","100","100","100","Northern Mariana Islands"
" 2014","100","100","100","Northern Mariana Islands"
" 1990"," 100"," 100"," 100","Norway"
" 1991"," 100"," 100"," 100","Norway"
" 1992"," 100"," 100"," 100","Norway"
" 1993"," 100"," 100"," 100","Norway"
" 1994"," 100"," 100"," 100","Norway"
" 1995"," 100"," 100"," 100","Norway"
" 1996"," 100"," 100"," 100","Norway"
" 1997"," 100"," 100"," 100","Norway"
" 1998"," 100"," 100"," 100","Norway"
" 1999"," 100"," 100"," 100","Norway"
" 2000"," 100"," 100"," 100","Norway"
" 2001"," 100"," 100"," 100","Norway"
" 2002"," 100"," 100"," 100","Norway"
" 2003"," 100"," 100"," 100","Norway"
" 2004"," 100"," 100"," 100","Norway"
" 2005"," 100"," 100"," 100","Norway"
" 2006"," 100"," 100"," 100","Norway"
" 2007"," 100"," 100"," 100","Norway"
" 2008"," 100"," 100"," 100","Norway"
" 2009"," 100"," 100"," 100","Norway"
" 2010"," 100"," 100"," 100","Norway"
" 2011"," 100"," 100"," 100","Norway"
" 2012","100","100","100","Norway"
" 2013","100","100","100","Norway"
" 2014","100","100","100","Norway"
" 1990","0"," 0"," 0","Oman"
" 1991","0"," 0"," 0","Oman"
" 1992","0"," 0"," 0","Oman"
" 1993","0"," 0"," 0","Oman"
" 1994","0"," 0"," 0","Oman"
" 1995","0"," 0"," 0","Oman"
" 1996","0"," 0"," 0","Oman"
" 1997","0"," 0"," 0","Oman"
" 1998","0"," 0"," 0","Oman"
" 1999","0"," 0"," 0","Oman"
" 2000","0"," 0"," 0","Oman"
" 2001","0"," 0"," 0","Oman"
" 2002","0"," 0"," 0","Oman"
" 2003","0"," 0"," 0","Oman"
" 2004","0"," 0"," 0","Oman"
" 2005","0"," 0"," 0","Oman"
" 2006","0"," 0"," 0","Oman"
" 2007"," 100"," 100"," 100","Oman"
" 2008"," 100"," 100"," 100","Oman"
" 2009"," 100"," 100"," 100","Oman"
" 2010"," 100"," 100"," 100","Oman"
" 2011"," 100"," 100"," 100","Oman"
" 2012","100","100","100","Oman"
" 2013","100","100","100","Oman"
" 2014","100","100","100","Oman"
" 1990","58.74"," 43.27","0","Pakistan"
" 1991"," 59.6","44.7","95.2","Pakistan"
" 1992","62.09"," 47.72"," 93.98","Pakistan"
" 1993","63.77"," 49.94"," 94.09","Pakistan"
" 1994","65.44"," 52.15"," 94.23","Pakistan"
" 1995"," 67.1"," 54.35"," 94.39","Pakistan"
" 1996","68.75"," 56.54"," 94.57","Pakistan"
" 1997","70.38"," 58.72"," 94.78","Pakistan"
" 1998","70.46"," 60.07"," 93.14","Pakistan"
" 1999","73.61"," 63.01"," 95.25","Pakistan"
" 2000","75.19"," 65.13"," 95.49","Pakistan"
" 2001"," 77.7"," 67.23"," 98.53","Pakistan"
" 2002","78.34"," 69.34"," 96","Pakistan"
" 2003"," 79.9"," 71.44"," 96.28","Pakistan"
" 2004","81.47"," 73.56"," 96.56","Pakistan"
" 2005","83.85"," 74.27","96.4","Pakistan"
" 2006","84.62"," 77.83"," 97.18","Pakistan"
" 2007"," 89.2","84.4","98.3","Pakistan"
" 2008","87.81","82.2"," 97.86","Pakistan"
" 2009","90.73","87.1"," 97.73","Pakistan"
" 2010","91.03"," 86.64"," 98.65","Pakistan"
" 2011","91.37","87.9"," 98.08","Pakistan"
" 2012"," 94.28","91.12","99.56","Pakistan"
" 2013","93.6"," 90.5"," 99.8","Pakistan"
" 2014"," 97.53","95.63"," 100","Pakistan"
" 1990","97.49"," 96.42"," 0","Palau"
" 1991","97.61"," 96.51"," 0","Palau"
" 1992","97.74"," 96.61"," 0","Palau"
" 1993","97.85","96.7"," 0","Palau"
" 1994","97.97"," 96.78"," 0","Palau"
" 1995","98.07"," 96.86"," 0","Palau"
" 1996","98.17"," 96.92"," 0","Palau"
" 1997","98.25"," 96.97"," 0","Palau"
" 1998","98.31"," 96.99"," 0","Palau"
" 1999","98.36"," 97","0","Palau"
" 2000","98.39"," 96.99"," 0","Palau"
" 2001","98.41"," 96.97"," 0","Palau"
" 2002","98.42"," 96.94"," 0","Palau"
" 2003","98.43"," 96.92"," 0","Palau"
" 2004","98.44"," 96.91"," 0","Palau"
" 2005","98.92"," 97.55"," 0","Palau"
" 2006","98.48"," 96.92"," 98.89","Palau"
" 2007","98.52"," 96.97","98.9","Palau"
" 2008","98.56"," 97.03"," 98.91","Palau"
" 2009","98.61"," 97.12"," 98.93","Palau"
" 2010","98.67"," 97.22"," 98.97","Palau"
" 2011","98.74"," 97.33"," 99.01","Palau"
" 2012"," 97.63","96.25","98.49","Palau"
" 2013"," 98.88","97.57"," 99.1","Palau"
" 2014"," 99.81"," 98.6"," 100","Palau"
" 1990","0"," 0"," 0","Palestine State"
" 1991","0"," 0"," 0","Palestine State"
" 1992","0"," 0"," 0","Palestine State"
" 1993","0"," 0"," 0","Palestine State"
" 1994","0"," 0"," 0","Palestine State"
" 1995","0"," 0"," 0","Palestine State"
" 1996","0"," 0"," 0","Palestine State"
" 1997","0"," 0"," 0","Palestine State"
" 1998","0"," 0"," 0","Palestine State"
" 1999","0"," 0"," 0","Palestine State"
" 2000","0"," 0"," 0","Palestine State"
" 2001","0"," 0"," 0","Palestine State"
" 2002","0"," 0"," 0","Palestine State"
" 2003","0"," 0"," 0","Palestine State"
" 2004","0"," 0"," 0","Palestine State"
" 2005","0"," 0"," 0","Palestine State"
" 2006","0"," 0"," 0","Palestine State"
" 2007","0"," 0"," 0","Palestine State"
" 2008","0"," 0"," 0","Palestine State"
" 2009","0"," 0"," 0","Palestine State"
" 2010","0"," 0"," 0","Palestine State"
" 2011","0"," 0"," 0","Palestine State"
" 2012"," 0"," 0"," 0","Palestine State"
" 2013"," 0"," 0"," 0","Palestine State"
" 2014"," 0"," 0"," 0","Palestine State"
" 1990","70.19"," 43.49"," 95.56","Panama"
" 1991","73.34"," 44.27"," 97.36","Panama"
" 1992"," 74.2"," 45.25"," 97.31","Panama"
" 1993","75.05"," 46.22"," 97.29","Panama"
" 1994"," 75.9"," 47.18","97.3","Panama"
" 1995","76.74"," 48.13"," 97.34","Panama"
" 1996","77.57"," 49.08"," 97.39","Panama"
" 1997","78.39"," 50","97.47","Panama"
" 1998","79.19"," 50.91"," 97.55","Panama"
" 1999","79.97"," 51.79"," 97.65","Panama"
" 2000"," 81.4"," 52.16"," 97.19","Panama"
" 2001","81.49"," 53.52"," 98.28","Panama"
" 2002","82.24"," 54.37"," 98.76","Panama"
" 2003"," 87.8"," 55.23","100","Panama"
" 2004","83.73"," 56.09"," 99.71","Panama"
" 2005","84.48"," 56.97","100","Panama"
" 2006","85.24"," 57.86","100","Panama"
" 2007","86.01"," 58.79","100","Panama"
" 2008","86.79"," 59.73","100","Panama"
" 2009","87.58"," 60.69","100","Panama"
" 2010","86.85"," 61.65","98.7","Panama"
" 2011","89.18"," 62.66","100","Panama"
" 2012"," 89.98","63.66"," 100","Panama"
" 2013","89.1","64.66"," 100","Panama"
" 2014","91.6","65.66"," 100","Panama"
" 1990"," 6.17","0","0","Papua New Guinea"
" 1991"," 6.81","0.21"," 0","Papua New Guinea"
" 1992"," 7.46","0.53"," 0","Papua New Guinea"
" 1993"," 8.11","0.97"," 0","Papua New Guinea"
" 1994"," 8.75","1.53"," 0","Papua New Guinea"
" 1995"," 9.38","2.08"," 0","Papua New Guinea"
" 1996","11","2.9","63.1","Papua New Guinea"
" 1997","10.61","3.13","57.6","Papua New Guinea"
" 1998"," 11.2","3.63"," 59.47","Papua New Guinea"
" 1999","11.77","4.11"," 61.38","Papua New Guinea"
" 2000","12.33","4.57"," 63.31","Papua New Guinea"
" 2001","12.88","5.03"," 64.58","Papua New Guinea"
" 2002","13.42","5.47","65.8","Papua New Guinea"
" 2003","13.95","5.92"," 66.99","Papua New Guinea"
" 2004","14.49","6.38"," 68.14","Papua New Guinea"
" 2005","15.03","6.85"," 69.23","Papua New Guinea"
" 2006"," 12.4"," 6.5","61.3","Papua New Guinea"
" 2007","16.14","7.86"," 71.19","Papua New Guinea"
" 2008","16.71"," 8.4"," 72.07","Papua New Guinea"
" 2009","17.29","8.96"," 72.89","Papua New Guinea"
" 2010"," 19.5","9"," 71.2","Papua New Guinea"
" 2011","18.47"," 10.11"," 74.41","Papua New Guinea"
" 2012"," 19.07"," 10.7","75.13","Papua New Guinea"
" 2013"," 19.67"," 11.3","75.78","Papua New Guinea"
" 2014"," 20.26","11.89","76.35","Papua New Guinea"
" 1990","79.01"," 58.52"," 0","Paraguay"
" 1991","80.01"," 60.42"," 0","Paraguay"
" 1992","81.01"," 62.31"," 0","Paraguay"
" 1993","82"," 64.2"," 0","Paraguay"
" 1994","82.99"," 66.08"," 0","Paraguay"
" 1995","77.47"," 55.11"," 96.45","Paraguay"
" 1996","84.94"," 69.81"," 98.48","Paraguay"
" 1997","86.41"," 71.69"," 97.57","Paraguay"
" 1998","86.84"," 73.48"," 98.19","Paraguay"
" 1999","88.52"," 76.61"," 97.52","Paraguay"
" 2000","88.67"," 77.07"," 98.03","Paraguay"
" 2001","91.04"," 82.04"," 97.93","Paraguay"
" 2002","91.67"," 82.57"," 97.75","Paraguay"
" 2003","92.56"," 84.99","97.8","Paraguay"
" 2004","93.25"," 86.99"," 97.53","Paraguay"
" 2005","94.69"," 89","98.39","Paraguay"
" 2006","96.75"," 94.09"," 98.54","Paraguay"
" 2007","96.45"," 92.74"," 98.83","Paraguay"
" 2008","96.68"," 93.26"," 99.01","Paraguay"
" 2009","96.89","94.6"," 98.39","Paraguay"
" 2010","97.43"," 94.27","99.5","Paraguay"
" 2011","98.24"," 96.25"," 99.56","Paraguay"
" 2012"," 97.84","95.14","99.64","Paraguay"
" 2013"," 99.02","97.89","99.77","Paraguay"
" 2014"," 99"," 97.75","99.83","Paraguay"
" 1990","60.29","1.77","0","Peru"
" 1991","61.67","4.59","0","Peru"
" 1992"," 70.1","19.6","90.3","Peru"
" 1993","64.42"," 10.22"," 87.55","Peru"
" 1994","65.79"," 13.03"," 87.84","Peru"
" 1995","67.15"," 15.83"," 88.16","Peru"
" 1996","67"," 17.8"," 92","Peru"
" 1997","69.16"," 23.85"," 91.79","Peru"
" 1998","72.07"," 29.17"," 93.42","Peru"
" 1999","74.08"," 29.03"," 95.06","Peru"
" 2000"," 72.5"," 28.94"," 95.16","Peru"
" 2001","72.11"," 27.62"," 92.36","Peru"
" 2002","74.38"," 29.97"," 93.83","Peru"
" 2003","74.38","29.7"," 93.76","Peru"
" 2004","75.69"," 32.03"," 94.31","Peru"
" 2005","77.17"," 34.58"," 94.66","Peru"
" 2006","80.16"," 39.63"," 96.16","Peru"
" 2007","81.99"," 45.41"," 95.81","Peru"
" 2008","84.68"," 50.13"," 97.04","Peru"
" 2009","86.42"," 55.13"," 97.48","Peru"
" 2010","88.12"," 58.59"," 98.14","Peru"
" 2011","89.71"," 64.24"," 98.38","Peru"
" 2012","91.1","68.56","98.63","Peru"
" 2013"," 92.14"," 71.6","98.78","Peru"
" 2014"," 92.92"," 74.5","98.88","Peru"
" 1990","61.98"," 38.89","0","Philippines"
" 1991","63.18"," 40.75","0","Philippines"
" 1992","64.37"," 42.61","0","Philippines"
" 1993"," 65.4","46.4","83.7","Philippines"
" 1994","66.74"," 46.32"," 88.56","Philippines"
" 1995","67.91"," 48.16"," 89.07","Philippines"
" 1996","69.08"," 49.99"," 89.57","Philippines"
" 1997","70.23","51.8"," 90.06","Philippines"
" 1998"," 71.3","51.9","91.1","Philippines"
" 1999","72.48"," 55.36"," 90.98","Philippines"
" 2000","73.58"," 57.12"," 91.45","Philippines"
" 2001","74.67"," 58.87"," 92.01","Philippines"
" 2002","75.76"," 60.61"," 92.56","Philippines"
" 2003"," 76.6","59.8"," 92","Philippines"
" 2004","77.92","64.1"," 93.57","Philippines"
" 2005","79","65.87"," 94.05","Philippines"
" 2006","80.09"," 67.65","94.5","Philippines"
" 2007"," 81.2"," 69.46"," 94.94","Philippines"
" 2008"," 83.3","72.8","93.7","Philippines"
" 2009","83.44"," 73.14"," 95.75","Philippines"
" 2010","84.57"," 75.01"," 96.13","Philippines"
" 2011"," 85.7"," 76.89"," 96.47","Philippines"
" 2012"," 86.84","78.77","96.78","Philippines"
" 2013","87.5"," 81.5"," 94.1","Philippines"
" 2014"," 89.13","82.55","97.33","Philippines"
" 1990"," 100"," 100"," 100","Poland"
" 1991"," 100"," 100"," 100","Poland"
" 1992"," 100"," 100"," 100","Poland"
" 1993"," 100"," 100"," 100","Poland"
" 1994"," 100"," 100"," 100","Poland"
" 1995"," 100"," 100"," 100","Poland"
" 1996"," 100"," 100"," 100","Poland"
" 1997"," 100"," 100"," 100","Poland"
" 1998"," 100"," 100"," 100","Poland"
" 1999"," 100"," 100"," 100","Poland"
" 2000"," 100"," 100"," 100","Poland"
" 2001"," 100"," 100"," 100","Poland"
" 2002"," 100"," 100"," 100","Poland"
" 2003"," 100"," 100"," 100","Poland"
" 2004"," 100"," 100"," 100","Poland"
" 2005"," 100"," 100"," 100","Poland"
" 2006"," 100"," 100"," 100","Poland"
" 2007"," 100"," 100"," 100","Poland"
" 2008"," 100"," 100"," 100","Poland"
" 2009"," 100"," 100"," 100","Poland"
" 2010"," 100"," 100"," 100","Poland"
" 2011"," 100"," 100"," 100","Poland"
" 2012","100","100","100","Poland"
" 2013","100","100","100","Poland"
" 2014","100","100","100","Poland"
" 1990"," 100"," 100"," 100","Portugal"
" 1991"," 100"," 100"," 100","Portugal"
